timestamp,FIT 101,LIT 101,MV 101,P101 Status,P102 Status,P1_STATE
2019-07-20 04:35:43.004013+00:00,0.0,571.8734,1.0,2.0,1.0,3
2019-07-20 04:35:44+00:00,0.0,571.1276,1.0,2.0,1.0,3
2019-07-20 04:35:45.002014100+00:00,0.0,570.8136,1.0,2.0,1.0,3
2019-07-20 04:35:46.004013+00:00,0.0,570.2248,1.0,2.0,1.0,3
2019-07-20 04:35:47.004013+00:00,0.0,570.1070560000001,1.0,2.0,1.0,3
2019-07-20 04:35:48.004013+00:00,0.0,569.439758,1.0,2.0,1.0,3
2019-07-20 04:35:49.004013+00:00,0.0,569.008,1.0,2.0,1.0,3
2019-07-20 04:35:50.004013+00:00,0.0,569.008,1.0,2.0,1.0,3
2019-07-20 04:35:51.004013+00:00,0.0,568.183655,1.0,2.0,1.0,3
2019-07-20 04:35:52.002014100+00:00,0.0,567.791138,1.0,2.0,1.0,3
2019-07-20 04:35:53.004013+00:00,0.0,567.0846,1.0,2.0,1.0,3
2019-07-20 04:35:54.004013+00:00,0.0,566.2603,1.0,2.0,1.0,3
2019-07-20 04:35:55.004013+00:00,0.0,565.593,1.0,2.0,1.0,3
2019-07-20 04:35:56.002014100+00:00,0.0,564.8079,1.0,2.0,1.0,3
2019-07-20 04:35:57.004013+00:00,0.0,564.2584,1.0,2.0,1.0,3
2019-07-20 04:35:58.004013+00:00,0.0,562.9631,1.0,2.0,1.0,3
2019-07-20 04:35:59.004013+00:00,0.0,562.7668,1.0,2.0,1.0,3
2019-07-20 04:36:00.002014100+00:00,0.0,562.0995,1.0,2.0,1.0,3
2019-07-20 04:36:01.004013+00:00,0.0,562.2958,1.0,2.0,1.0,3
2019-07-20 04:36:02.002014100+00:00,0.0,561.863953,1.0,2.0,1.0,3
2019-07-20 04:36:03.002014100+00:00,0.0,562.0995,1.0,2.0,1.0,3
2019-07-20 04:36:04.002014100+00:00,0.0,561.98175,1.0,2.0,1.0,3
2019-07-20 04:36:05.004013+00:00,0.0,562.138733,1.0,2.0,1.0,3
2019-07-20 04:36:06.002014100+00:00,0.0,561.471436,1.0,2.0,1.0,3
2019-07-20 04:36:07.004013+00:00,0.0,561.2752,1.0,2.0,1.0,3
2019-07-20 04:36:08.002014100+00:00,0.0,560.4116,1.0,2.0,1.0,3
2019-07-20 04:36:09.004013+00:00,0.0,560.0976,1.0,2.0,1.0,3
2019-07-20 04:36:10.002014100+00:00,0.0,559.5088,1.0,2.0,1.0,3
2019-07-20 04:36:11.004013+00:00,0.0,558.527466,1.0,2.0,1.0,3
2019-07-20 04:36:12.004013+00:00,0.0,557.9387,1.0,2.0,1.0,3
2019-07-20 04:36:13.004013+00:00,0.0,557.075134,1.0,2.0,1.0,3
2019-07-20 04:36:14.004013+00:00,0.0,556.4471,1.0,2.0,1.0,3
2019-07-20 04:36:15.004013+00:00,0.0,555.8976,1.0,2.0,1.0,3
2019-07-20 04:36:16.002014100+00:00,0.0,555.2303,1.0,2.0,1.0,3
2019-07-20 04:36:17.002014100+00:00,0.0,554.563,1.0,2.0,1.0,3
2019-07-20 04:36:18+00:00,0.0,553.738647,1.0,2.0,1.0,3
2019-07-20 04:36:19.002014100+00:00,0.0,554.0527,1.0,2.0,1.0,3
2019-07-20 04:36:20.004013+00:00,0.0,553.3069,1.0,2.0,1.0,3
2019-07-20 04:36:21.002014100+00:00,0.0,553.189148,1.0,2.0,1.0,3
2019-07-20 04:36:22.002014100+00:00,0.0,552.7573,1.0,2.0,1.0,3
2019-07-20 04:36:23.004013+00:00,0.0,552.678833,1.0,2.0,1.0,3
2019-07-20 04:36:24.004013+00:00,0.0,551.5405,1.0,2.0,1.0,3
2019-07-20 04:36:25.002014100+00:00,0.0,551.1087,1.0,2.0,1.0,3
2019-07-20 04:36:26+00:00,0.0,550.6377,1.0,2.0,1.0,3
2019-07-20 04:36:27.004013+00:00,0.0,549.7741,1.0,2.0,1.0,3
2019-07-20 04:36:28.002014100+00:00,0.0,549.6564,1.0,2.0,1.0,3
2019-07-20 04:36:29.004013+00:00,0.0,549.185364,1.0,2.0,1.0,3
2019-07-20 04:36:30.004013+00:00,0.0,548.361,1.0,2.0,1.0,3
2019-07-20 04:36:31.004013+00:00,0.0,548.007751,1.0,2.0,1.0,3
2019-07-20 04:36:32+00:00,0.0,547.3012,1.0,2.0,1.0,3
2019-07-20 04:36:33.004013+00:00,0.0,547.3012,1.0,2.0,1.0,3
2019-07-20 04:36:34.004013+00:00,0.0,546.9872,1.0,2.0,1.0,3
2019-07-20 04:36:35.004013+00:00,0.0,546.7124,1.0,2.0,1.0,3
2019-07-20 04:36:36+00:00,0.0,546.4376,1.0,2.0,1.0,3
2019-07-20 04:36:37.004013+00:00,0.0,545.927368,1.0,2.0,1.0,3
2019-07-20 04:36:38.002014100+00:00,0.0,545.7311,1.0,2.0,1.0,3
2019-07-20 04:36:39.002014100+00:00,0.0,544.946045,1.0,2.0,1.0,3
2019-07-20 04:36:40.004013+00:00,0.0,544.632,1.0,2.0,1.0,3
2019-07-20 04:36:41.002014100+00:00,0.0,543.9255,1.0,2.0,1.0,3
2019-07-20 04:36:42.004013+00:00,0.0,542.9834,1.0,2.0,1.0,3
2019-07-20 04:36:43.004013+00:00,0.0,542.198364,1.0,2.0,1.0,3
2019-07-20 04:36:44.004013+00:00,0.0,541.531067,1.0,2.0,1.0,3
2019-07-20 04:36:45.002014100+00:00,0.0,540.628235,1.0,2.0,1.0,3
2019-07-20 04:36:46.004013+00:00,0.0,539.960938,1.0,2.0,1.0,3
2019-07-20 04:36:47.004013+00:00,0.0,539.6469,1.0,2.0,1.0,3
2019-07-20 04:36:48.002014100+00:00,0.0,539.372131,1.0,2.0,1.0,3
2019-07-20 04:36:49.002014100+00:00,0.0,538.940369,1.0,2.0,1.0,3
2019-07-20 04:36:50.004013+00:00,0.0,538.5871,1.0,2.0,1.0,3
2019-07-20 04:36:51.004013+00:00,0.0,538.2338,1.0,2.0,1.0,3
2019-07-20 04:36:52.004013+00:00,0.0,538.155334,1.0,2.0,1.0,3
2019-07-20 04:36:53.006011900+00:00,0.0,537.645,1.0,2.0,1.0,3
2019-07-20 04:36:54.004013+00:00,0.0,537.5665,1.0,2.0,1.0,3
2019-07-20 04:36:55.004013+00:00,0.0,537.016968,1.0,2.0,1.0,3
2019-07-20 04:36:56.004013+00:00,0.0,537.370239,1.0,2.0,1.0,3
2019-07-20 04:36:57.002014100+00:00,0.0,536.702942,1.0,2.0,1.0,3
2019-07-20 04:36:58.004013+00:00,0.0,536.702942,1.0,2.0,1.0,3
2019-07-20 04:36:59.004013+00:00,0.0,536.0749,1.0,2.0,1.0,3
2019-07-20 04:37:00+00:00,0.0,536.035645,1.0,2.0,1.0,3
2019-07-20 04:37:01.004013+00:00,0.0,535.1329,1.0,2.0,1.0,3
2019-07-20 04:37:02.002014100+00:00,0.0,534.544067,1.0,2.0,1.0,3
2019-07-20 04:37:03.004013+00:00,0.0,533.759033,1.0,2.0,1.0,3
2019-07-20 04:37:04.004013+00:00,0.0,533.1702,1.0,2.0,1.0,3
2019-07-20 04:37:05.004013+00:00,0.0,533.287964,1.0,2.0,1.0,3
2019-07-20 04:37:06.004013+00:00,0.0,532.1889,1.0,2.0,1.0,3
2019-07-20 04:37:07.004013+00:00,0.0,531.7964,1.0,2.0,1.0,3
2019-07-20 04:37:08.002014100+00:00,0.0,531.4038,1.0,2.0,1.0,3
2019-07-20 04:37:09.004013+00:00,0.0,530.815063,1.0,2.0,1.0,3
2019-07-20 04:37:10.002014100+00:00,0.0,530.344,1.0,2.0,1.0,3
2019-07-20 04:37:11.002014100+00:00,0.0,530.029968,1.0,2.0,1.0,3
2019-07-20 04:37:12.004013+00:00,0.0,529.55896,1.0,2.0,1.0,3
2019-07-20 04:37:13.004013+00:00,0.0,528.9309,1.0,2.0,1.0,3
2019-07-20 04:37:14.004013+00:00,0.0,528.420654,1.0,2.0,1.0,3
2019-07-20 04:37:15.002014100+00:00,0.0,528.224365,1.0,2.0,1.0,3
2019-07-20 04:37:16.004013+00:00,0.0,528.420654,1.0,2.0,1.0,3
2019-07-20 04:37:17.002014100+00:00,0.0,527.988831,1.0,2.0,1.0,3
2019-07-20 04:37:18.004013+00:00,0.0,528.2636,1.0,2.0,1.0,3
2019-07-20 04:37:19.004013+00:00,0.0,527.9496,1.0,2.0,1.0,3
2019-07-20 04:37:20.004013+00:00,0.0,527.8711,1.0,2.0,1.0,3
2019-07-20 04:37:21.002014100+00:00,0.0,527.439331,1.0,2.0,1.0,3
2019-07-20 04:37:22.002014100+00:00,0.0,527.243042,1.0,2.0,1.0,3
2019-07-20 04:37:23.002014100+00:00,0.0,526.968262,1.0,2.0,1.0,3
2019-07-20 04:37:24.004013+00:00,0.0,526.6935,1.0,2.0,1.0,3
2019-07-20 04:37:25.004013+00:00,0.0,526.104736,1.0,2.0,1.0,3
2019-07-20 04:37:26.002014100+00:00,0.0,525.829956,1.0,2.0,1.0,3
2019-07-20 04:37:27.004013+00:00,0.0,524.8879,1.0,2.0,1.0,3
2019-07-20 04:37:28.004013+00:00,0.0,523.906555,1.0,2.0,1.0,3
2019-07-20 04:37:29.002014100+00:00,0.0,523.8673,1.0,2.0,1.0,3
2019-07-20 04:37:30+00:00,0.0,523.357,1.0,2.0,1.0,3
2019-07-20 04:37:31.002014100+00:00,0.0,523.239258,1.0,2.0,1.0,3
2019-07-20 04:37:32.002014100+00:00,0.0,522.57196,1.0,2.0,1.0,3
2019-07-20 04:37:33.004013+00:00,0.0,522.179443,1.0,2.0,1.0,3
2019-07-20 04:37:34.004013+00:00,0.0,521.590637,1.0,2.0,1.0,3
2019-07-20 04:37:35.004013+00:00,0.0,521.1196,1.0,2.0,1.0,3
2019-07-20 04:37:36.004013+00:00,0.0,519.981262,1.0,2.0,1.0,3
2019-07-20 04:37:37.002014100+00:00,0.0,519.9028,1.0,2.0,1.0,3
2019-07-20 04:37:38.002014100+00:00,0.0,519.157,1.0,2.0,1.0,3
2019-07-20 04:37:39+00:00,0.0,518.842957,1.0,2.0,1.0,3
2019-07-20 04:37:40.004013+00:00,0.0,517.9401,1.0,2.0,1.0,3
2019-07-20 04:37:41.004013+00:00,0.0,517.783142,1.0,2.0,1.0,3
2019-07-20 04:37:42.004013+00:00,0.0,517.586853,1.0,2.0,1.0,3
2019-07-20 04:37:43.002014100+00:00,0.0,517.5476,1.0,2.0,1.0,3
2019-07-20 04:37:44.002014100+00:00,0.0,516.9588,1.0,2.0,1.0,3
2019-07-20 04:37:45.002014100+00:00,0.0,516.056,1.0,2.0,1.0,3
2019-07-20 04:37:46.004013+00:00,0.0,515.859741,1.0,2.0,1.0,3
2019-07-20 04:37:47.004013+00:00,0.0,514.8392,1.0,2.0,1.0,3
2019-07-20 04:37:48+00:00,0.0,514.6429,1.0,2.0,1.0,3
2019-07-20 04:37:49.002014100+00:00,0.0,514.0149,1.0,2.0,1.0,3
2019-07-20 04:37:50.002014100+00:00,0.0,513.269043,1.0,2.0,1.0,3
2019-07-20 04:37:51.004013+00:00,0.0,513.1513,1.0,2.0,1.0,3
2019-07-20 04:37:52+00:00,0.0,512.444763,1.0,2.0,1.0,3
2019-07-20 04:37:53.004013+00:00,0.0,511.5812,1.0,2.0,1.0,3
2019-07-20 04:37:54.002014100+00:00,0.0,510.9924,1.0,2.0,1.0,3
2019-07-20 04:37:55.002014100+00:00,0.0,510.521362,1.0,2.0,1.0,3
2019-07-20 04:37:56.004013+00:00,0.0,510.717621,1.0,2.0,1.0,3
2019-07-20 04:37:57.004013+00:00,0.0,510.1681,1.0,2.0,1.0,3
2019-07-20 04:37:58.002014100+00:00,0.0,510.207336,1.0,2.0,1.0,3
2019-07-20 04:37:59.004013+00:00,0.0,510.285858,1.0,2.0,1.0,3
2019-07-20 04:38:00.002014100+00:00,0.0,510.285858,1.0,2.0,1.0,3
2019-07-20 04:38:01.004013+00:00,0.0,509.304535,1.0,2.0,1.0,3
2019-07-20 04:38:02.002014100+00:00,0.0,508.558746,1.0,2.0,1.0,3
2019-07-20 04:38:03.002014100+00:00,0.0,507.538147,1.0,2.0,1.0,3
2019-07-20 04:38:04.002014100+00:00,0.0,506.6746,1.0,2.0,1.0,3
2019-07-20 04:38:05.002014100+00:00,0.0,505.693268,1.0,2.0,1.0,3
2019-07-20 04:38:06+00:00,0.0,505.02597,1.0,2.0,1.0,3
2019-07-20 04:38:07.002014100+00:00,0.0,504.2017,1.0,2.0,1.0,3
2019-07-20 04:38:08.004013+00:00,0.0,503.416626,1.0,2.0,1.0,3
2019-07-20 04:38:09.002014100+00:00,0.0,503.1026,1.0,2.0,1.0,3
2019-07-20 04:38:10.002014100+00:00,0.0,502.710083,1.0,2.0,1.0,3
2019-07-20 04:38:11.002014100+00:00,0.0,502.474548,1.0,2.0,1.0,3
2019-07-20 04:38:12.002014100+00:00,0.0,502.239044,1.0,2.0,1.0,3
2019-07-20 04:38:13.004013+00:00,0.0,501.885773,1.0,2.0,1.0,3
2019-07-20 04:38:14.004013+00:00,0.0,501.925018,1.0,2.0,1.0,3
2019-07-20 04:38:15+00:00,0.0,501.8465,1.0,2.0,1.0,3
2019-07-20 04:38:16.004013+00:00,0.0,501.139954,1.0,2.0,1.0,3
2019-07-20 04:38:17.004013+00:00,0.0,500.904449,1.0,2.0,1.0,3
2019-07-20 04:38:18.002014100+00:00,0.0,500.551178,1.0,2.0,1.0,3
2019-07-20 04:38:19.004013+00:00,0.0,500.394165,1.0,2.0,1.0,3
2019-07-20 04:38:20.002014100+00:00,0.0,500.001617,1.0,2.0,1.0,3
2019-07-20 04:38:21.004013+00:00,0.0,499.491333,1.0,2.0,1.0,3
2019-07-20 04:38:22+00:00,0.0,498.981049,0.0,2.0,1.0,3
2019-07-20 04:38:23.002014100+00:00,0.0,499.020325,0.0,2.0,1.0,3
2019-07-20 04:38:24.004013+00:00,0.0,498.824036,0.0,2.0,1.0,3
2019-07-20 04:38:25.004013+00:00,0.0,498.824036,0.0,2.0,1.0,3
2019-07-20 04:38:26.004013+00:00,0.009608301,498.902557,0.0,2.0,1.0,3
2019-07-20 04:38:27.002014100+00:00,0.122665979,498.745544,0.0,2.0,1.0,3
2019-07-20 04:38:28.004013+00:00,0.310348123,498.392273,0.0,2.0,1.0,3
2019-07-20 04:38:29.004013+00:00,0.6696986,497.724976,0.0,2.0,1.0,3
2019-07-20 04:38:30.002014100+00:00,1.08701921,497.6072,0.0,2.0,1.0,3
2019-07-20 04:38:31.004013+00:00,1.69490433,496.429626,2.0,2.0,1.0,3
2019-07-20 04:38:32.001007+00:00,2.23649216,495.173553,2.0,2.0,1.0,3
2019-07-20 04:38:33.014007500+00:00,2.82099724,493.6427,2.0,2.0,1.0,3
2019-07-20 04:38:34.001007+00:00,3.26265883,492.661377,2.0,2.0,1.0,3
2019-07-20 04:38:35.002014100+00:00,3.63129735,492.4651,2.0,2.0,1.0,3
2019-07-20 04:38:36.002014100+00:00,3.88591743,492.268829,2.0,2.0,1.0,3
2019-07-20 04:38:37.004013+00:00,4.04317331,491.9548,2.0,2.0,1.0,3
2019-07-20 04:38:38.001007+00:00,4.15238762,492.1511,2.0,2.0,1.0,3
2019-07-20 04:38:39.004013+00:00,4.21612263,492.582855,2.0,2.0,1.0,3
2019-07-20 04:38:40.002014100+00:00,4.269609,493.8782,2.0,2.0,1.0,3
2019-07-20 04:38:41.004013+00:00,4.3144474,495.2128,2.0,2.0,1.0,3
2019-07-20 04:38:42.004013+00:00,4.320853,495.9586,2.0,2.0,1.0,3
2019-07-20 04:38:43.006011900+00:00,4.326618,496.586639,2.0,2.0,1.0,3
2019-07-20 04:38:44.004013+00:00,4.33782768,497.175446,2.0,2.0,1.0,3
2019-07-20 04:38:45.004013+00:00,4.34455347,497.41095,2.0,2.0,1.0,3
2019-07-20 04:38:46.004013+00:00,4.35127926,497.764221,2.0,2.0,1.0,3
2019-07-20 04:38:47.004013+00:00,4.358005,498.392273,2.0,2.0,1.0,3
2019-07-20 04:38:48.004013+00:00,4.362809,498.824036,2.0,2.0,1.0,3
2019-07-20 04:38:49.307006800+00:00,4.366012,499.491333,2.0,2.0,1.0,3
2019-07-20 04:38:50.006011900+00:00,4.36761332,500.8652,2.0,2.0,1.0,3
2019-07-20 04:38:51.001007+00:00,4.370176,501.296967,2.0,2.0,1.0,3
2019-07-20 04:38:52.004013+00:00,4.370176,501.6895,2.0,2.0,1.0,3
2019-07-20 04:38:53.004013+00:00,4.370176,502.474548,2.0,2.0,1.0,3
2019-07-20 04:38:54.002014100+00:00,4.370176,503.3381,2.0,2.0,1.0,3
2019-07-20 04:38:55.002014100+00:00,4.370176,503.9269,2.0,2.0,1.0,3
2019-07-20 04:38:56.004013+00:00,4.36409044,504.4372,2.0,2.0,1.0,3
2019-07-20 04:38:57.004013+00:00,4.362489,504.908234,2.0,2.0,1.0,3
2019-07-20 04:38:58.001007+00:00,4.362489,504.711975,2.0,2.0,1.0,3
2019-07-20 04:38:59.004013+00:00,4.362489,505.02597,2.0,2.0,1.0,3
2019-07-20 04:39:00.004013+00:00,4.362489,504.8297,2.0,2.0,1.0,3
2019-07-20 04:39:01.004013+00:00,4.362489,505.1045,2.0,2.0,1.0,3
2019-07-20 04:39:02.002014100+00:00,4.36505127,505.614777,2.0,2.0,1.0,3
2019-07-20 04:39:03.004013+00:00,4.36505127,505.2615,2.0,2.0,1.0,3
2019-07-20 04:39:04.002014100+00:00,4.36505127,505.2615,2.0,2.0,1.0,3
2019-07-20 04:39:05.002014100+00:00,4.36505127,505.418518,2.0,2.0,1.0,3
2019-07-20 04:39:06.002014100+00:00,4.368254,505.850281,2.0,2.0,1.0,3
2019-07-20 04:39:07.002014100+00:00,4.368254,506.203552,2.0,2.0,1.0,3
2019-07-20 04:39:08.004013+00:00,4.37145662,506.0073,2.0,2.0,1.0,3
2019-07-20 04:39:09.004013+00:00,4.37498,506.0073,2.0,2.0,1.0,3
2019-07-20 04:39:10.004013+00:00,4.37786245,505.7718,2.0,2.0,1.0,3
2019-07-20 04:39:11.004013+00:00,4.37882328,505.850281,2.0,2.0,1.0,3
2019-07-20 04:39:12.002014100+00:00,4.38362741,506.360565,2.0,2.0,1.0,3
2019-07-20 04:39:13.004013+00:00,4.389072,506.8316,2.0,2.0,1.0,3
2019-07-20 04:39:14.002014100+00:00,4.39259529,507.812927,2.0,2.0,1.0,3
2019-07-20 04:39:15.004013+00:00,4.39291525,508.51947,2.0,2.0,1.0,3
2019-07-20 04:39:16.002014100+00:00,4.39291525,509.5008,2.0,2.0,1.0,3
2019-07-20 04:39:17.001007+00:00,4.38618946,509.775574,2.0,2.0,1.0,3
2019-07-20 04:39:18.002014100+00:00,4.38618946,511.18866,2.0,2.0,1.0,3
2019-07-20 04:39:19.004013+00:00,4.38618946,512.130737,2.0,2.0,1.0,3
2019-07-20 04:39:20.002014100+00:00,4.38618946,513.0728,2.0,2.0,1.0,3
2019-07-20 04:39:21.002014100+00:00,4.38618946,513.5046,2.0,2.0,1.0,3
2019-07-20 04:39:22.004013+00:00,4.382026,513.7401,2.0,2.0,1.0,3
2019-07-20 04:39:23.002014100+00:00,4.37882328,513.8971,2.0,2.0,1.0,3
2019-07-20 04:39:24.001007+00:00,4.37882328,514.2896,2.0,2.0,1.0,3
2019-07-20 04:39:25.004013+00:00,4.370496,514.2111,2.0,2.0,1.0,3
2019-07-20 04:39:26.002014100+00:00,4.370496,514.0149,2.0,2.0,1.0,3
2019-07-20 04:39:27.002014100+00:00,4.3698554,514.0934,2.0,2.0,1.0,3
2019-07-20 04:39:28.004013+00:00,4.3698554,514.3289,2.0,2.0,1.0,3
2019-07-20 04:39:29.004013+00:00,4.3698554,515.2317,2.0,2.0,1.0,3
2019-07-20 04:39:30.004013+00:00,4.37369871,515.0747,2.0,2.0,1.0,3
2019-07-20 04:39:31.002014100+00:00,4.37369871,515.78125,2.0,2.0,1.0,3
2019-07-20 04:39:32.002014100+00:00,4.37369871,515.859741,2.0,2.0,1.0,3
2019-07-20 04:39:33.001007+00:00,4.383307,516.252258,2.0,2.0,1.0,3
2019-07-20 04:39:34.004013+00:00,4.38362741,516.841064,2.0,2.0,1.0,3
2019-07-20 04:39:35.004013+00:00,4.38362741,516.6055,2.0,2.0,1.0,3
2019-07-20 04:39:36.004013+00:00,4.38362741,517.0766,2.0,2.0,1.0,3
2019-07-20 04:39:37.004013+00:00,4.382026,517.194336,2.0,2.0,1.0,3
2019-07-20 04:39:38.002014100+00:00,4.38106537,517.7439,2.0,1.0,1.0,3
2019-07-20 04:39:39.002014100+00:00,4.3804245,517.6261,2.0,1.0,1.0,3
2019-07-20 04:39:40.004013+00:00,4.371777,518.5682,2.0,1.0,1.0,3
2019-07-20 04:39:41.004013+00:00,4.371777,519.039246,2.0,1.0,1.0,3
2019-07-20 04:39:42.004013+00:00,4.370496,520.1383,2.0,1.0,1.0,3
2019-07-20 04:39:43.002014100+00:00,4.370496,520.92334,2.0,1.0,1.0,3
2019-07-20 04:39:44.004013+00:00,4.370496,521.6691,2.0,1.0,1.0,3
2019-07-20 04:39:45.002014100+00:00,4.370496,522.179443,2.0,1.0,1.0,3
2019-07-20 04:39:46.004013+00:00,4.370496,522.925232,2.0,1.0,1.0,3
2019-07-20 04:39:47.004013+00:00,4.370496,523.7103,2.0,1.0,1.0,3
2019-07-20 04:39:48.004013+00:00,4.370496,523.828064,2.0,1.0,1.0,3
2019-07-20 04:39:49.004013+00:00,4.370496,524.1421,2.0,1.0,1.0,3
2019-07-20 04:39:50.002014100+00:00,4.362809,524.3383,2.0,1.0,1.0,3
2019-07-20 04:39:51.002014100+00:00,4.362809,525.0449,2.0,1.0,1.0,3
2019-07-20 04:39:52.004013+00:00,4.362809,525.5159,2.0,1.0,1.0,3
2019-07-20 04:39:53.004013+00:00,4.36056757,525.5159,2.0,1.0,1.0,3
2019-07-20 04:39:54.004013+00:00,4.36056757,525.908447,2.0,1.0,1.0,3
2019-07-20 04:39:55.002014100+00:00,4.36056757,526.0655,2.0,1.0,1.0,3
2019-07-20 04:39:56.002014100+00:00,4.36056757,526.8113,2.0,1.0,1.0,3
2019-07-20 04:39:57.004013+00:00,4.366012,527.2038,2.0,1.0,1.0,3
2019-07-20 04:39:58.001007+00:00,4.369215,527.8711,2.0,1.0,1.0,3
2019-07-20 04:39:59.001007+00:00,4.370816,527.635559,2.0,1.0,1.0,3
2019-07-20 04:40:00.004013+00:00,4.37241745,528.4599,2.0,1.0,1.0,3
2019-07-20 04:40:01.004013+00:00,4.37241745,528.1851,2.0,1.0,1.0,3
2019-07-20 04:40:02.002014100+00:00,4.37818241,529.1272,2.0,1.0,1.0,3
2019-07-20 04:40:03.004013+00:00,4.37818241,529.402,2.0,1.0,1.0,3
2019-07-20 04:40:04.004013+00:00,4.37818241,531.1291,2.0,1.0,1.0,3
2019-07-20 04:40:05.002014100+00:00,4.37818241,532.1104,2.0,1.0,1.0,3
2019-07-20 04:40:06.001007+00:00,4.37498,533.8768,2.0,1.0,1.0,3
2019-07-20 04:40:07.004013+00:00,4.37498,535.2506,2.0,1.0,1.0,3
2019-07-20 04:40:08.004013+00:00,4.368254,536.82074,2.0,1.0,1.0,3
2019-07-20 04:40:09.004013+00:00,4.36184835,538.1946,2.0,1.0,1.0,3
2019-07-20 04:40:10.001007+00:00,4.36184835,539.4507,2.0,1.0,1.0,3
2019-07-20 04:40:11.002014100+00:00,4.357685,540.9815,2.0,1.0,1.0,3
2019-07-20 04:40:12.001007+00:00,4.357685,541.7273,2.0,1.0,1.0,3
2019-07-20 04:40:13.001007+00:00,4.356404,542.551636,2.0,1.0,1.0,3
2019-07-20 04:40:14.002014100+00:00,4.356404,542.944153,2.0,1.0,1.0,3
2019-07-20 04:40:15.004013+00:00,4.356404,543.689941,2.0,1.0,1.0,3
2019-07-20 04:40:16.002014100+00:00,4.36665249,544.0432,2.0,1.0,1.0,3
2019-07-20 04:40:17.004013+00:00,4.37305832,544.5143,2.0,1.0,1.0,3
